name,facebook_uri,hours,images
"Delina Middle Eastern Restaurant",pages/Delina-Middle-Eastern-Restaurant/649332511860751,,https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/20992821_10159150818440244_6937650532828593771_n.jpg?_nc_cat=0&oh=1db455fc8362780b742170a218c92feb&oe=5B7A646A
Demetres,CaffeDemetreNorthYork,"{'mon_1_open': '14:00', 'mon_1_close': '23:00', 'tue_1_open': '14:00', 'tue_1_close': '23:00', 'wed_1_open': '14:00', 'wed_1_close': '23:00', 'thu_1_open': '14:00', 'thu_1_close': '23:00', 'fri_1_open': '14:00', 'fri_1_close': '00:00', 'sat_1_open': '14:00', 'sat_1_close': '00:00', 'sun_1_open': '14:00', 'sun_1_close': '23:00'}",
Demetres,CaffeDemetreWoodbridge,"{'mon_1_open': '14:00', 'mon_1_close': '23:00', 'tue_1_open': '14:00', 'tue_1_close': '23:00', 'wed_1_open': '14:00', 'wed_1_close': '23:00', 'thu_1_open': '14:00', 'thu_1_close': '23:00', 'fri_1_open': '14:00', 'fri_1_close': '00:00', 'sat_1_open': '14:00', 'sat_1_close': '00:00', 'sun_1_open': '14:00', 'sun_1_close': '23:00'}",
Demetres,CaffeDemetreRichmondHill2,"{'mon_1_open': '14:00', 'mon_1_close': '23:00', 'tue_1_open': '14:00', 'tue_1_close': '23:00', 'wed_1_open': '14:00', 'wed_1_close': '23:00', 'thu_1_open': '14:00', 'thu_1_close': '23:00', 'fri_1_open': '14:00', 'fri_1_close': '00:00', 'sat_1_open': '14:00', 'sat_1_close': '00:00', 'sun_1_open': '14:00', 'sun_1_close': '23:00'}",
"Denny's Canada",DennysMississaugaCourtneyParkDrE,"{'fri_1_close': '00:00', 'mon_1_open': '00:00', 'thu_1_close': '00:00', 'tue_1_open': '00:00', 'sun_1_close': '00:00', 'sat_1_open': '00:00', 'sat_1_close': '00:00', 'wed_1_close': '00:00', 'sun_1_open': '00:00', 'thu_1_open': '00:00', 'fri_1_open': '00:00', 'mon_1_close': '00:00', 'wed_1_open': '00:00', 'tue_1_close': '00:00'}",
"Denny's Canada",DennysVaughanON,"{'fri_1_close': '00:00', 'mon_1_open': '00:00', 'thu_1_close': '00:00', 'tue_1_open': '00:00', 'sun_1_close': '00:00', 'sat_1_open': '00:00', 'sat_1_close': '00:00', 'wed_1_close': '00:00', 'sun_1_open': '00:00', 'thu_1_open': '00:00', 'fri_1_open': '00:00', 'mon_1_close': '00:00', 'wed_1_open': '00:00', 'tue_1_close': '00:00'}",
"Descendant Detroit Style Pizza",descendantpizza,"{'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '22:00', 'sat_1_open': '11:30', 'sat_1_close': '22:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Desi Bar & Grill",desibarandgrill,"{'mon_1_open': '12:00', 'mon_1_close': '15:00', 'mon_2_open': '17:00', 'mon_2_close': '23:30', 'tue_1_open': '17:00', 'tue_1_close': '23:00', 'wed_1_open': '12:00', 'wed_1_close': '15:00', 'wed_2_open': '17:00', 'wed_2_close': '23:30', 'thu_1_open': '12:00', 'thu_1_close': '15:00', 'thu_2_open': '17:00', 'thu_2_close': '23:30', 'fri_1_open': '12:00', 'fri_1_close': '15:00', 'fri_2_open': '17:00', 'fri_2_close': '01:00', 'sat_1_open': '12:00', 'sat_1_close': '15:00', 'sat_2_open': '17:00', 'sat_2_close': '01:00', 'sun_1_open': '12:00', 'sun_1_close': '15:00', 'sun_2_open': '17:00', 'sun_2_close': '23:30'}",
"Desi Burger House",desiburgerhouse,"{'mon_1_open': '12:30', 'mon_1_close': '04:00', 'tue_1_open': '12:30', 'tue_1_close': '04:00', 'wed_1_open': '12:30', 'wed_1_close': '04:00', 'thu_1_open': '12:30', 'thu_1_close': '04:00', 'fri_1_open': '12:30', 'fri_1_close': '04:00', 'sat_1_open': '12:30', 'sat_1_close': '04:00', 'sun_1_open': '12:30', 'sun_1_close': '04:00'}",
"Desi Village",DVyorkU,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '00:00', 'fri_1_open': '11:30', 'fri_1_close': '00:00', 'sat_1_open': '11:30', 'sat_1_close': '00:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Dessert Trends Bistro Patisserie",pages/Dessert-Trends-Bistro-Patisserie/123917587649097,"{'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '10:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '10:00', 'sun_1_close': '17:00'}",
"Desserts Plus Ristorante & Woodburning Pizza",realitalianfood,"{'mon_1_open': '12:00', 'mon_1_close': '22:00', 'tue_1_open': '12:00', 'tue_1_close': '22:00', 'wed_1_open': '12:00', 'wed_1_close': '22:00', 'thu_1_open': '12:00', 'thu_1_close': '22:00', 'fri_1_open': '12:00', 'fri_1_close': '23:00', 'sat_1_open': '12:00', 'sat_1_close': '23:00', 'sun_1_open': '12:00', 'sun_1_close': '22:00'}",
"Dhaka Biriyani House",pages/Dhaka-Biriyani-House/318336558639516,,
"Diabolos' Coffee Bar",DiabolosCoffeeBar,"{'mon_1_open': '09:00', 'mon_1_close': '17:30', 'tue_1_open': '09:00', 'tue_1_close': '17:30', 'wed_1_open': '09:00', 'wed_1_close': '17:30', 'thu_1_open': '09:00', 'thu_1_close': '17:30', 'fri_1_open': '10:00', 'fri_1_close': '14:00'}",
"Diamond Pizza",pages/Diamond-Pizza/121265581250206,,
"Diamond Pizza",pages/Diamond-Pizza/2021185501468516,,
"Diana's Oyster Bar & Grill",DianasOysterBar,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Didier Restaurant",DidierRestaurant,,
Dim-Sum-King-Seafood-Restaurant-1520816254816119/,Dim-Sum-King-Seafood-Restaurant-1520816254816119/,,https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/16388207_1896763487221392_409853316277567087_n.jpg?_nc_cat=0&oh=0a33f0138d5913354e1e24ee4d71c0eb&oe=5B7D2646|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/16386926_1896763480554726_2842246144913145236_n.jpg?_nc_cat=0&oh=9c64f2de6937db913fe0b9e75c57c2dd&oe=5B8A9857|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/10377238_1720225108208565_5712343993547719435_n.jpg?_nc_cat=0&oh=2ce66948544e16e2edc6ba2d5f8463ac&oe=5B867E8E|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/11226182_1720225084875234_6169379220722256144_n.jpg?_nc_cat=0&oh=a92a782f18deb91bdc72e9cfcb7ca822&oe=5BBEFC4D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12509851_1720225081541901_823547287660347811_n.jpg?_nc_cat=0&oh=a8133d37501a174e97999154d2c210c3&oe=5B7A1B13|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12508740_1720225058208570_3925779445986716893_n.jpg?_nc_cat=0&oh=2e63510658dd4f4ab44e5acf39347529&oe=5BB8479D|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/10639429_1720225054875237_5694839309195213301_n.jpg?_nc_cat=0&oh=d09e7a375eba69021472314d2f58567f&oe=5B87D0F6|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/1933727_1720225041541905_7684513749742326324_n.jpg?_nc_cat=0&oh=4f7eed940ab32b58f178f6952d38defe&oe=5B89288B|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12510390_1720225031541906_758334876676485696_n.jpg?_nc_cat=0&oh=83ab733251ff7bc7bb3b1105441746f3&oe=5BBD5E62|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/11037022_1720225018208574_4081100975350585054_n.jpg?_nc_cat=0&oh=ccbd9a1d0b21d3f932cd7d1e39ca10d6&oe=5BBA1265|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/12439319_1720225011541908_49299379376640226_n.jpg?_nc_cat=0&oh=c76d3e8f32dc256d4fa9d6e2df098ba0&oe=5BC0646F|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/13501_1642817732615970_3348536211111456137_n.jpg?_nc_cat=0&oh=5459faea038c0c62293c80593f731c5c&oe=5B821280|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/10553494_1642817672615976_6042818670526024649_n.jpg?_nc_cat=0&oh=482ec942b207e16d43a814d733f8182f&oe=5B80E42A|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/11059331_1642817662615977_1250203395373569551_n.jpg?_nc_cat=0&oh=71a25b3e062bb91da0cba0e67bf84f0c&oe=5BBD9B1B|https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/11265323_1642817649282645_8288012313650042001_n.jpg?_nc_cat=0&oh=5e5d091b1dffce31fdb8b71838a001aa&oe=5BC37A9A
"Dimmi Bar & Trattoria",Dimmi-Bar-Trattoria-238642039546187,"{'mon_1_open': '12:00', 'mon_1_close': '23:00', 'tue_1_open': '12:00', 'tue_1_close': '23:00', 'wed_1_open': '12:00', 'wed_1_close': '23:00', 'thu_1_open': '12:00', 'thu_1_close': '23:00', 'fri_1_open': '12:00', 'fri_1_close': '00:00', 'sat_1_open': '12:00', 'sat_1_close': '00:00', 'sun_1_open': '12:00', 'sun_1_close': '22:00'}",
"Ding-Ho Chinese Food",pages/Ding-Ho-Chinese-Food/141621115879246,"{'mon_1_open': '15:30', 'mon_1_close': '23:00', 'tue_1_open': '15:30', 'tue_1_close': '23:00', 'wed_1_open': '15:30', 'wed_1_close': '23:00', 'thu_1_open': '15:30', 'thu_1_close': '23:00', 'fri_1_open': '15:30', 'fri_1_close': '23:00', 'sat_1_open': '15:30', 'sat_1_close': '23:00', 'sun_1_open': '15:30', 'sun_1_close': '23:00'}",
"Dirty Food Catering",DirtyFoodTO,"{'mon_1_open': '08:00', 'mon_1_close': '15:00', 'tue_1_open': '08:00', 'tue_1_close': '15:00', 'thu_1_open': '08:00', 'thu_1_close': '15:00', 'fri_1_open': '08:00', 'fri_1_close': '15:00', 'sat_1_open': '08:00', 'sat_1_close': '15:00', 'sun_1_open': '08:00', 'sun_1_close': '15:00'}",
Disavinos-Panini-Bar-586947931383488/,Disavinos-Panini-Bar-586947931383488/,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '21:00'}",
Disgraceland,disgracelandtoronto,"{'mon_1_open': '16:00', 'mon_1_close': '02:00', 'tue_1_open': '16:00', 'tue_1_close': '02:00', 'wed_1_open': '16:00', 'wed_1_close': '02:00', 'thu_1_open': '16:00', 'thu_1_close': '02:00', 'fri_1_open': '13:00', 'fri_1_close': '02:00', 'sat_1_open': '13:00', 'sat_1_close': '02:00', 'sun_1_open': '13:00', 'sun_1_close': '02:00'}",
"District 28 Bar Bistro",D28BarBistro,"{'mon_1_open': '08:00', 'mon_1_close': '18:00', 'tue_1_open': '08:00', 'tue_1_close': '18:00', 'wed_1_open': '08:00', 'wed_1_close': '18:00', 'thu_1_open': '08:00', 'thu_1_close': '18:00', 'fri_1_open': '08:00', 'fri_1_close': '18:00'}",
"District Social",districtsocialto,"{'mon_1_open': '17:30', 'mon_1_close': '22:30', 'tue_1_open': '17:30', 'tue_1_close': '22:30', 'wed_1_open': '17:30', 'wed_1_close': '22:30', 'thu_1_open': '17:30', 'thu_1_close': '22:30', 'fri_1_open': '17:30', 'fri_1_close': '02:00', 'sat_1_open': '17:30', 'sat_1_close': '02:00', 'sun_1_open': '17:30', 'sun_1_close': '22:30'}",
DistrictEateryTO/,DistrictEateryTO/,"{'mon_1_open': '16:00', 'mon_1_close': '00:00', 'tue_1_open': '11:30', 'tue_1_close': '00:00', 'wed_1_open': '11:30', 'wed_1_close': '00:00', 'thu_1_open': '11:30', 'thu_1_close': '02:00', 'fri_1_open': '11:30', 'fri_1_close': '02:00', 'sat_1_open': '11:30', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Divan Restaurant Lounge & Bar",divanrestaurantlounge,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '01:00', 'sat_1_open': '11:00', 'sat_1_close': '01:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
"Divino Richmond Hill",divinomofongohouse,,
"Diwan at the Aga Khan Museum",pages/Diwan-at-the-Aga-Khan-Museum/1645946135683585,"{'tue_1_open': '11:30', 'tue_1_close': '14:30', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'sat_1_open': '11:30', 'sat_1_close': '14:30', 'sun_1_open': '11:30', 'sun_1_close': '14:30'}",
"Dizengoff Restaurant",www.dizengoff.ca,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '22:00', 'sat_1_open': '11:30', 'sat_1_close': '22:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Dizzy Gastro Sports Pub",dizzygastropub,"{'mon_1_open': '11:30', 'mon_1_close': '02:00', 'tue_1_open': '11:30', 'tue_1_close': '02:00', 'wed_1_open': '11:30', 'wed_1_close': '02:00', 'thu_1_open': '11:30', 'thu_1_close': '02:00', 'fri_1_open': '11:30', 'fri_1_close': '02:00', 'sat_1_open': '10:30', 'sat_1_close': '02:00', 'sun_1_open': '10:30', 'sun_1_close': '02:00'}",
"Doce Minho Pastry and Bakery",doceminhobakery,"{'mon_1_open': '05:00', 'mon_1_close': '22:00', 'tue_1_open': '05:00', 'tue_1_close': '22:00', 'wed_1_open': '05:00', 'wed_1_close': '22:00', 'thu_1_open': '05:00', 'thu_1_close': '22:00', 'fri_1_open': '05:00', 'fri_1_close': '22:00', 'sat_1_open': '05:00', 'sat_1_close': '22:00', 'sun_1_open': '05:00', 'sun_1_close': '22:00'}",
"Dog & Bear",thedogandbear,"{'mon_1_open': '11:00', 'mon_1_close': '02:00', 'tue_1_open': '11:00', 'tue_1_close': '02:00', 'wed_1_open': '11:00', 'wed_1_close': '02:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '08:00', 'sat_1_close': '02:00', 'sun_1_open': '08:00', 'sun_1_close': '02:00'}",
"Dolce Bombe Café",dolcebombe,"{'wed_1_open': '10:00', 'wed_1_close': '18:00', 'thu_1_open': '10:00', 'thu_1_close': '18:00', 'fri_1_open': '10:00', 'fri_1_close': '18:00', 'sat_1_open': '10:00', 'sat_1_close': '18:00', 'sun_1_open': '10:00', 'sun_1_close': '14:00'}",
"Dolce e Salato",dolcesalatowoodbridge,"{'mon_1_open': '07:00', 'mon_1_close': '16:00', 'tue_1_open': '07:00', 'tue_1_close': '16:00', 'wed_1_open': '07:00', 'wed_1_close': '16:00', 'thu_1_open': '07:00', 'thu_1_close': '16:00', 'fri_1_open': '07:00', 'fri_1_close': '16:00', 'sat_1_open': '07:00', 'sat_1_close': '16:00'}",
DolceGelatoToronto/,DolceGelatoToronto/,"{'mon_1_open': '09:00', 'mon_1_close': '00:00', 'tue_1_open': '09:00', 'tue_1_close': '00:00', 'wed_1_open': '09:00', 'wed_1_close': '00:00', 'thu_1_open': '09:00', 'thu_1_close': '00:00', 'fri_1_open': '09:00', 'fri_1_close': '00:00', 'sat_1_open': '09:00', 'sat_1_close': '00:00', 'sun_1_open': '09:00', 'sun_1_close': '00:00'}",https://scontent.fybz2-1.fna.fbcdn.net/v/t1.0-9/543206_183719018414729_1251732013_n.jpg?_nc_cat=0&oh=78256172255b6596e8d35445bc5f0395&oe=5B851BEE
"Dolly's Mojito Bar",dollysmojito,"{'tue_1_open': '17:00', 'tue_1_close': '23:00', 'wed_1_open': '17:00', 'wed_1_close': '23:00', 'thu_1_open': '17:00', 'thu_1_close': '23:00', 'fri_1_open': '17:00', 'fri_1_close': '01:00', 'sat_1_open': '17:00', 'sat_1_close': '01:00'}",
"Domi Cafe",pages/Domi-Cafe/149759135111463,,
"Domino's Pizza",Dominos-Pizza-133604203324356,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Domino's Pizza",pages/Dominos-Pizza/1880370492292402,,
"Domino's Pizza",pages/Dominos-Pizza/129516467446312,"{'mon_1_open': '11:00', 'mon_1_close': '23:59', 'tue_1_open': '11:00', 'tue_1_close': '23:59', 'wed_1_open': '11:00', 'wed_1_close': '23:59', 'thu_1_open': '11:00', 'thu_1_close': '23:59', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '00:00', 'sun_1_close': '02:00', 'sun_2_open': '11:00', 'sun_2_close': '23:59'}",
"Domino's Pizza",pages/Dominos-Pizza/129424133758086,,
"Domino's Pizza Woodbridge",Dominos-Pizza-Woodbridge-197874014028388,"{'mon_1_open': '10:30', 'mon_1_close': '00:00', 'tue_1_open': '10:30', 'tue_1_close': '00:00', 'wed_1_open': '10:30', 'wed_1_close': '00:00', 'thu_1_open': '10:30', 'thu_1_close': '01:00', 'fri_1_open': '10:30', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Domino's Pizza-Pickering",Dominos-Pizza-Pickering-594436000572706,"{'mon_1_open': '11:00', 'mon_1_close': '23:30', 'tue_1_open': '11:00', 'tue_1_close': '23:30', 'wed_1_open': '11:00', 'wed_1_close': '23:30', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '03:00', 'sat_1_open': '11:00', 'sat_1_close': '03:00', 'sun_1_open': '11:00', 'sun_1_close': '23:30'}",
"Don Cherry's Sports Grill Bradford",DonCherrysSportsGrillBradford,"{'fri_1_close': '01:00', 'fri_1_open': '11:30', 'mon_1_close': '00:00', 'mon_1_open': '11:30', 'sat_1_close': '01:00', 'sat_1_open': '11:30', 'sun_1_close': '23:00', 'sun_1_open': '11:30', 'thu_1_close': '00:00', 'thu_1_open': '11:30', 'tue_1_close': '00:00', 'tue_1_open': '11:30', 'wed_1_close': '00:00', 'wed_1_open': '11:30'}",
"Don Latte Cafe",DonLatteCafe,"{'mon_1_open': '07:30', 'mon_1_close': '20:00', 'tue_1_open': '07:30', 'tue_1_close': '20:00', 'wed_1_open': '07:30', 'wed_1_close': '20:00', 'thu_1_open': '07:30', 'thu_1_close': '20:00', 'fri_1_open': '07:30', 'fri_1_close': '20:00', 'sat_1_open': '09:00', 'sat_1_close': '19:00'}",
"DonDon Izakaya",DonDonIzakaya,"{'mon_1_open': '11:30', 'mon_1_close': '16:00', 'tue_1_open': '11:30', 'tue_1_close': '16:00', 'wed_1_open': '11:30', 'wed_1_close': '16:00', 'thu_1_open': '11:30', 'thu_1_close': '16:00', 'fri_1_open': '11:30', 'fri_1_close': '16:00', 'sat_1_open': '17:00', 'sat_1_close': '01:00', 'sun_1_open': '17:00', 'sun_1_close': '00:00', 'mon_2_open': '17:00', 'mon_2_close': '00:00', 'tue_2_open': '17:00', 'tue_2_close': '00:00', 'wed_2_open': '17:00', 'wed_2_close': '00:00', 'thu_2_open': '17:00', 'thu_2_close': '00:00', 'fri_2_open': '17:00', 'fri_2_close': '01:00'}",
"Donatello Restaurant",Donatello-Restaurant-156154314418486,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '12:00', 'sat_1_open': '16:30', 'sat_1_close': '12:00'}",
Donatello-Restaurant-156154314418486/,Donatello-Restaurant-156154314418486/,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '12:00', 'sat_1_open': '16:30', 'sat_1_close': '12:00'}",
"Donburi ãã³ããª  - åå³å®¶",Donburi.Restaurant,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Dong Nai River",pages/Dong-Nai-River/149495748418951,"{'mon_1_open': '10:00', 'mon_1_close': '19:00', 'tue_1_open': '10:00', 'tue_1_close': '19:00', 'wed_1_open': '10:00', 'wed_1_close': '19:00', 'thu_1_open': '10:00', 'thu_1_close': '19:00', 'fri_1_open': '10:00', 'fri_1_close': '19:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00', 'sun_1_open': '09:00', 'sun_1_close': '18:00'}",
"Doomie's Toronto",DoomiesToronto,"{'mon_1_open': '12:00', 'mon_1_close': '23:00', 'tue_1_open': '12:00', 'tue_1_close': '23:00', 'wed_1_open': '12:00', 'wed_1_close': '23:00', 'thu_1_open': '12:00', 'thu_1_close': '23:00', 'fri_1_open': '12:00', 'fri_1_close': '00:00', 'sat_1_open': '12:00', 'sat_1_close': '00:00', 'sun_1_open': '12:00', 'sun_1_close': '23:00'}",
DoomiesToronto/,DoomiesToronto/,"{'mon_1_open': '12:00', 'mon_1_close': '23:00', 'tue_1_open': '12:00', 'tue_1_close': '23:00', 'wed_1_open': '12:00', 'wed_1_close': '23:00', 'thu_1_open': '12:00', 'thu_1_close': '23:00', 'fri_1_open': '12:00', 'fri_1_close': '00:00', 'sat_1_open': '12:00', 'sat_1_close': '00:00', 'sun_1_open': '12:00', 'sun_1_close': '23:00'}",
"Dooney's Cafe",DooneysToronto,"{'mon_1_open': '10:00', 'mon_1_close': '16:00', 'tue_1_open': '10:00', 'tue_1_close': '22:00', 'wed_1_open': '10:00', 'wed_1_close': '22:00', 'thu_1_open': '10:00', 'thu_1_close': '22:00', 'fri_1_open': '10:00', 'fri_1_close': '22:00', 'sat_1_open': '09:00', 'sat_1_close': '22:00', 'sun_1_open': '09:00', 'sun_1_close': '16:00'}",
"Door FiftyFive",doorfiftyfive,"{'mon_1_open': '16:00', 'mon_1_close': '02:00', 'tue_1_open': '16:00', 'tue_1_close': '02:00', 'wed_1_open': '16:00', 'wed_1_close': '02:00', 'thu_1_open': '12:00', 'thu_1_close': '02:00', 'fri_1_open': '12:00', 'fri_1_close': '02:00', 'sat_1_open': '12:00', 'sat_1_close': '02:00', 'sun_1_open': '12:00', 'sun_1_close': '02:00'}",
"Door FiftyFive SV",doorfiftyfivesv,,
"Dora Keogh Irish Pub",dorakeoghirishpub,,
Doria,doria1094yonge,"{'mon_1_open': '08:00', 'mon_1_close': '16:00', 'tue_1_open': '08:00', 'tue_1_close': '16:00', 'wed_1_open': '08:00', 'wed_1_close': '16:00', 'thu_1_open': '08:00', 'thu_1_close': '16:00', 'fri_1_open': '08:00', 'fri_1_close': '16:00', 'sat_1_open': '08:00', 'sat_1_close': '16:00', 'sun_1_open': '09:00', 'sun_1_close': '16:00'}",
"Dos Amigos Mexican Food Restaurant Inc",pages/Dos-Amigos-Mexican-Food-Restaurant-Inc/124016080973303,,
"Dosa Darbar",Dosa-Darbar-150752854956436,"{'mon_1_open': '17:00', 'mon_1_close': '22:30', 'tue_1_open': '11:00', 'tue_1_close': '22:30', 'wed_1_open': '11:00', 'wed_1_close': '22:30', 'thu_1_open': '11:00', 'thu_1_close': '22:30', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"Double Chocolate Fountain & Fun Foods",Double-Chocolate-Fountain-Fun-Foods-157727634247595,"{'mon_1_open': '09:00', 'mon_1_close': '18:00', 'tue_1_open': '09:00', 'tue_1_close': '18:00', 'wed_1_open': '09:00', 'wed_1_close': '18:00', 'thu_1_open': '09:00', 'thu_1_close': '18:00', 'fri_1_open': '09:00', 'fri_1_close': '18:00'}",
"Double D's",DoubleDsTO,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '00:00', 'sat_1_open': '11:00', 'sat_1_close': '00:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
