name,facebook_uri,hours,images
"Nami Japanese Seafood Restaurant",bestintoronto,"{'tue_1_open': '11:45', 'tue_1_close': '14:00', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_1_open': '11:45', 'wed_1_close': '14:00', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_1_open': '11:45', 'thu_1_close': '14:00', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_1_open': '11:45', 'fri_1_close': '14:00', 'fri_2_open': '17:30', 'fri_2_close': '22:00', 'sat_1_open': '17:30', 'sat_1_close': '22:00'}",
Nana,stnnanaTO,"{'wed_1_open': '17:00', 'wed_1_close': '22:00', 'thu_1_open': '17:00', 'thu_1_close': '22:00', 'fri_1_open': '17:00', 'fri_1_close': '22:00', 'sat_1_open': '17:00', 'sat_1_close': '22:00', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",
"Nando's",Nandos-132945396729280,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '00:00', 'sat_1_open': '11:00', 'sat_1_close': '00:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"Nando's",NandosRichmondHill,,
"Nantha Bakery",pages/Nantha-Bakery/1010932558988806,,
"Napoli Centrale.",NapoliCentraleTo,"{'mon_1_open': '17:00', 'mon_1_close': '22:00', 'tue_1_open': '17:00', 'tue_1_close': '22:00', 'wed_1_open': '17:00', 'wed_1_close': '22:00', 'thu_1_open': '17:00', 'thu_1_close': '22:00', 'fri_1_open': '17:00', 'fri_1_close': '23:00', 'sat_1_open': '17:00', 'sat_1_close': '23:00', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",
"Naruto Sushi",pages/Naruto-Sushi/511751898858905,,
"Nasib's Shawarma and Falafel",Nasibs-Shawarma-and-Falafel-211504125586627,,
"Nates Bagels and Gluten Free Foods",natesglutenfree,"{'mon_1_open': '10:00', 'mon_1_close': '17:00', 'tue_1_open': '10:00', 'tue_1_close': '17:00', 'wed_1_open': '10:00', 'wed_1_close': '17:00', 'thu_1_open': '10:00', 'thu_1_close': '17:00', 'fri_1_open': '10:00', 'fri_1_close': '17:00', 'sat_1_open': '11:00', 'sat_1_close': '17:00'}",
"Naturalis Cafe",Naturalis-Cafe-195339637144319,"{'mon_1_open': '07:30', 'mon_1_close': '17:00', 'tue_1_open': '07:30', 'tue_1_close': '17:00', 'wed_1_open': '07:30', 'wed_1_close': '17:00', 'thu_1_open': '07:30', 'thu_1_close': '17:00', 'fri_1_open': '07:30', 'fri_1_close': '17:00', 'sat_1_open': '07:30', 'sat_1_close': '17:00', 'sun_1_open': '08:00', 'sun_1_close': '17:00'}",
NaturesEmporiumMaple/,NaturesEmporiumMaple/,"{'mon_1_open': '08:30', 'mon_1_close': '21:30', 'tue_1_open': '08:30', 'tue_1_close': '21:30', 'wed_1_open': '08:30', 'wed_1_close': '21:30', 'thu_1_open': '08:30', 'thu_1_close': '21:30', 'fri_1_open': '08:30', 'fri_1_close': '21:30', 'sat_1_open': '08:30', 'sat_1_close': '19:30', 'sun_1_open': '08:30', 'sun_1_close': '19:30'}",
NaturesEmporiumNewmarket/,NaturesEmporiumNewmarket/,"{'mon_1_open': '08:30', 'mon_1_close': '21:30', 'tue_1_open': '08:30', 'tue_1_close': '21:30', 'wed_1_open': '08:30', 'wed_1_close': '21:30', 'thu_1_open': '08:30', 'thu_1_close': '21:30', 'fri_1_open': '08:30', 'fri_1_close': '21:30', 'sat_1_open': '08:30', 'sat_1_close': '19:30', 'sun_1_open': '08:30', 'sun_1_close': '19:30'}",
"Nawab Fusion Grill",NawabFusionGrill,"{'mon_1_open': '12:00', 'mon_1_close': '15:00', 'tue_1_open': '12:00', 'tue_1_close': '15:00', 'wed_1_open': '12:00', 'wed_1_close': '15:00', 'thu_1_open': '12:00', 'thu_1_close': '15:00', 'fri_1_open': '12:00', 'fri_1_close': '15:00', 'sat_1_open': '13:00', 'sat_1_close': '23:00', 'sun_1_open': '13:00', 'sun_1_close': '22:00', 'mon_2_open': '17:00', 'mon_2_close': '22:00', 'tue_2_open': '17:00', 'tue_2_close': '22:00', 'wed_2_open': '17:00', 'wed_2_close': '22:00', 'thu_2_open': '17:00', 'thu_2_close': '23:00', 'fri_2_open': '17:00', 'fri_2_close': '23:00'}",
"Nazareth Restaurant",pages/Nazareth-Restaurant/130244663672526,,
"Neagohyang Korean Restaurant",Neagohyang-Korean-Restaurant-104369049613131,"{'mon_1_open': '12:00', 'mon_1_close': '00:00', 'tue_1_open': '12:00', 'tue_1_close': '00:00', 'wed_1_open': '12:00', 'wed_1_close': '00:00', 'thu_1_open': '12:00', 'thu_1_close': '00:00', 'fri_1_open': '12:00', 'fri_1_close': '00:00', 'sat_1_open': '12:00', 'sat_1_close': '00:00', 'sun_1_open': '12:00', 'sun_1_close': '00:00'}",
"Neighbourhood Sushi House",pages/Neighbourhood-Sushi-House/1300589103329632,"{'mon_1_open': '11:30', 'mon_1_close': '22:30', 'tue_1_open': '11:30', 'tue_1_close': '22:30', 'wed_1_open': '11:30', 'wed_1_close': '22:30', 'thu_1_open': '11:30', 'thu_1_close': '22:30', 'fri_1_open': '11:30', 'fri_1_close': '22:30', 'sat_1_open': '11:30', 'sat_1_close': '22:30', 'sun_1_open': '16:00', 'sun_1_close': '22:00'}",
"Nella Toronto",NellaFoodEquipment,"{'mon_1_open': '07:30', 'mon_1_close': '18:00', 'tue_1_open': '07:30', 'tue_1_close': '18:00', 'wed_1_open': '07:30', 'wed_1_close': '18:00', 'thu_1_open': '07:30', 'thu_1_close': '18:00', 'fri_1_open': '07:30', 'fri_1_close': '18:00', 'sat_1_open': '08:00', 'sat_1_close': '16:00'}",
"Neoland School of Chinese Culture",neolandschool,,
"New Casa Abril Restaurant Catering Inc",newcasaabril,,
"New Generation Sushi & All U Can Taste",New-Generation-Sushi-All-U-Can-Taste-265218166823955,"{'mon_1_open': '11:30', 'mon_1_close': '00:00', 'wed_1_open': '11:30', 'wed_1_close': '00:00', 'thu_1_open': '11:30', 'thu_1_close': '00:00', 'fri_1_open': '23:30', 'fri_1_close': '00:00', 'sat_1_open': '23:30', 'sat_1_close': '00:00', 'sun_1_open': '23:30', 'sun_1_close': '00:00'}",
"New Generation Sushi & Teppanyaki",Newgenerationsushiandteppanyaki,,
"New Holima Restaurant",pages/New-Holima-Restaurant/255229391675782,,
"New Japanese Canadian Committee 新日系コミッティー",TorontoNJCC,,
"New Orleans Seafood & Steakhouse",cajuntoronto,"{'tue_1_open': '17:00', 'tue_1_close': '22:00', 'wed_1_open': '17:00', 'wed_1_close': '22:00', 'thu_1_open': '17:00', 'thu_1_close': '22:00', 'fri_1_open': '17:00', 'fri_1_close': '22:00', 'sat_1_open': '17:00', 'sat_1_close': '22:00'}",
"New Passione Bar and Restaurant",New-Passione-Bar-and-Restaurant-1551045378520921,"{'mon_1_open': '16:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '03:00', 'sat_1_open': '11:00', 'sat_1_close': '03:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"New Sky Restaurant",New-Sky-Restaurant-137895332892230,"{'mon_1_open': '12:00', 'mon_1_close': '02:00', 'tue_1_open': '12:00', 'tue_1_close': '02:00', 'wed_1_open': '12:00', 'wed_1_close': '02:00', 'thu_1_open': '12:00', 'thu_1_close': '02:00', 'fri_1_open': '12:00', 'fri_1_close': '05:00', 'sat_1_open': '12:00', 'sat_1_close': '05:00', 'sun_1_open': '12:00', 'sun_1_close': '02:00'}",
"New Style Buffet Restaurant",pages/New-Style-Buffet-Restaurant/498432527024842,,
"New Wing Wing Restaurant",pages/New-Wing-Wing-Restaurant/121279271248643,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"New York Cafe",Danforthnewyork,,
"New York Fries -  Pickering Town Centre",nyfpickering,,
"New York Fries -  Vaughan Mills",nyfvaughanmills,,
"Newgen Restaurant Services Inc",pages/Newgen-Restaurant-Services-Inc/381421845636757,,
Newport-Gourmet-Foods-INC-1420792991491379/,Newport-Gourmet-Foods-INC-1420792991491379/,,
"NextDoor Restaurant",NextDoorResto,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '10:00', 'sun_1_close': '23:00'}",
"Nha hang chay Tinh Tam Trai",nhahangchaytinhtamtrai,"{'tue_1_open': '10:00', 'tue_1_close': '21:00', 'wed_1_open': '10:00', 'wed_1_close': '21:00', 'thu_1_open': '10:00', 'thu_1_close': '21:00', 'fri_1_open': '10:00', 'fri_1_close': '21:00', 'sat_1_open': '10:00', 'sat_1_close': '21:00', 'sun_1_open': '10:00', 'sun_1_close': '20:00'}",
"Niagara's Ole Tyme BBQ",niagarasoletymebbq,,
"Nickles Restaurant",pages/Nickles-Restaurant/1593236207671119,,
"Niji Japanese Restaurant",ilovenijisushi,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00'}",
"Nijo Japanese Restaurant",pages/Nijo-Japanese-Restaurant/132952253399334,,
"Nile Palace cafe",Nile-Palace-cafe-164081326209,"{'mon_1_open': '17:00', 'mon_1_close': '04:00', 'tue_1_open': '17:45', 'tue_1_close': '04:00', 'wed_1_open': '17:00', 'wed_1_close': '04:00', 'thu_1_open': '17:00', 'thu_1_close': '04:00', 'fri_1_open': '17:00', 'fri_1_close': '04:00', 'sat_1_open': '17:00', 'sat_1_close': '04:00', 'sun_1_open': '17:00', 'sun_1_close': '04:00'}",
"Nino D'aversa Bakery Inc",pages/Nino-Daversa-Bakery-Inc/127962180576848,,
"Nino d'aversa bakery",pages/Nino-daversa-bakery/157028724316720,"{'mon_1_open': '08:00', 'mon_1_close': '23:00', 'tue_1_open': '08:00', 'tue_1_close': '23:00', 'wed_1_open': '08:00', 'wed_1_close': '23:00', 'thu_1_open': '08:00', 'thu_1_close': '23:00', 'fri_1_open': '08:00', 'fri_1_close': '23:00', 'sat_1_open': '08:00', 'sat_1_close': '23:00', 'sun_1_open': '08:00', 'sun_1_close': '23:00'}",
"Nirvana, The Flavours of India",NirvanaTheFlavoursOfIndia,"{'mon_1_open': '12:00', 'mon_1_close': '15:00', 'tue_1_open': '12:00', 'tue_1_close': '15:00', 'wed_1_open': '12:00', 'wed_1_close': '15:00', 'thu_1_open': '12:00', 'thu_1_close': '15:00', 'fri_1_open': '12:00', 'fri_1_close': '15:00', 'sat_1_open': '12:00', 'sat_1_close': '15:00', 'sun_1_open': '12:00', 'sun_1_close': '15:00', 'mon_2_open': '17:30', 'mon_2_close': '22:00', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_2_open': '17:00', 'fri_2_close': '22:30', 'sat_2_open': '17:00', 'sat_2_close': '22:30', 'sun_2_open': '17:30', 'sun_2_close': '22:00'}",
NirvanaTheFlavoursOfIndia/,NirvanaTheFlavoursOfIndia/,"{'mon_1_open': '12:00', 'mon_1_close': '15:00', 'tue_1_open': '12:00', 'tue_1_close': '15:00', 'wed_1_open': '12:00', 'wed_1_close': '15:00', 'thu_1_open': '12:00', 'thu_1_close': '15:00', 'fri_1_open': '12:00', 'fri_1_close': '15:00', 'sat_1_open': '12:00', 'sat_1_close': '15:00', 'sun_1_open': '12:00', 'sun_1_close': '15:00', 'mon_2_open': '17:30', 'mon_2_close': '22:00', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_2_open': '17:00', 'fri_2_close': '22:30', 'sat_2_open': '17:00', 'sat_2_close': '22:30', 'sun_2_open': '17:30', 'sun_2_close': '22:00'}",
"NishDish Marketeria",nishdishmarketeria,"{'tue_1_open': '10:00', 'tue_1_close': '19:00', 'wed_1_open': '10:00', 'wed_1_close': '19:00', 'thu_1_open': '10:00', 'thu_1_close': '19:00', 'fri_1_open': '10:00', 'fri_1_close': '19:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00', 'sun_1_open': '09:00', 'sun_1_close': '18:00'}",
"No Bull Burgers",NoBullBurgers,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
NoBullBurgers/,NoBullBurgers/,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
Noahs-Natural-Foods-145328902006/,Noahs-Natural-Foods-145328902006/,,
"Noble Bistro Mississauga",noblebistromississauga,"{'mon_1_open': '17:00', 'mon_1_close': '22:00', 'tue_1_open': '17:00', 'tue_1_close': '22:00', 'wed_1_open': '17:00', 'wed_1_close': '22:00', 'thu_1_open': '17:00', 'thu_1_close': '22:00', 'fri_1_open': '12:00', 'fri_1_close': '22:00', 'sat_1_open': '12:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
"Noce Restaurant",nocetoronto,"{'tue_1_open': '17:00', 'tue_1_close': '22:00', 'wed_1_open': '17:00', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:00', 'thu_2_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'fri_2_open': '17:00', 'fri_2_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '14:30', 'sat_2_open': '17:00', 'sat_2_close': '23:00', 'sun_1_open': '17:00', 'sun_1_close': '22:00'}",
"Nodo Hillcrest",pages/Nodo-Hillcrest/263392464051269,,
"Nohohon Tea Room",nohohontearoom,,
"Nolbu - Korean & Japanese Restaurant",NolbuToronto,"{'mon_1_open': '11:00', 'mon_1_close': '03:00', 'tue_1_open': '11:00', 'tue_1_close': '03:00', 'wed_1_open': '11:00', 'wed_1_close': '03:00', 'thu_1_open': '11:00', 'thu_1_close': '03:00', 'fri_1_open': '11:00', 'fri_1_close': '04:00', 'sat_1_open': '12:00', 'sat_1_close': '04:00', 'sun_1_open': '12:00', 'sun_1_close': '03:00'}",
"Nomé Izakaya",NomeIzakaya,"{'mon_1_open': '17:00', 'mon_1_close': '02:30', 'tue_1_open': '17:00', 'tue_1_close': '02:30', 'wed_1_open': '17:00', 'wed_1_close': '02:30', 'thu_1_open': '17:00', 'thu_1_close': '02:30', 'fri_1_open': '17:00', 'fri_1_close': '02:30', 'sat_1_open': '17:00', 'sat_1_close': '02:30', 'sun_1_open': '17:00', 'sun_1_close': '02:30'}",
"Nonna's Oven",nonnasoven,"{'mon_1_open': '11:00', 'mon_1_close': '21:00', 'tue_1_open': '11:00', 'tue_1_close': '21:00', 'wed_1_open': '11:00', 'wed_1_close': '21:00', 'thu_1_open': '11:00', 'thu_1_close': '21:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '21:00'}",
"Noodle King Chinese Food",Noodle-King-Chinese-Food-121406347902924,"{'mon_1_open': '09:00', 'mon_1_close': '21:30', 'tue_1_open': '09:00', 'tue_1_close': '21:30', 'wed_1_open': '09:00', 'wed_1_close': '21:30', 'thu_1_open': '09:00', 'thu_1_close': '21:30', 'fri_1_open': '09:00', 'fri_1_close': '21:30', 'sat_1_open': '09:00', 'sat_1_close': '21:30', 'sun_1_open': '10:00', 'sun_1_close': '20:30'}",
"Noodle On Finch",pages/Noodle-On-Finch/146696535455238,"{'mon_1_open': '10:00', 'mon_1_close': '19:00', 'tue_1_open': '10:00', 'tue_1_close': '19:00', 'wed_1_open': '10:00', 'wed_1_close': '19:00', 'thu_1_open': '10:00', 'thu_1_close': '19:00', 'fri_1_open': '10:00', 'fri_1_close': '19:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00', 'sun_1_open': '09:00', 'sun_1_close': '18:00'}",
"Nord Bistro",nordbistro,"{'tue_1_open': '11:30', 'tue_1_close': '14:30', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_1_open': '17:30', 'fri_1_close': '22:00', 'fri_2_open': '23:00', 'fri_2_close': '14:30', 'sat_1_open': '17:30', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '14:30'}",
"North 44 Restaurant",pages/North-44-Restaurant/108027612579932,"{'mon_1_open': '17:00', 'mon_1_close': '23:00', 'tue_1_open': '17:00', 'tue_1_close': '23:00', 'wed_1_open': '17:00', 'wed_1_close': '23:00', 'thu_1_open': '17:00', 'thu_1_close': '23:00', 'fri_1_open': '17:00', 'fri_1_close': '23:00', 'sat_1_open': '17:00', 'sat_1_close': '23:00'}",
"North Restaurant",North-Restaurant-114364065276920,"{'mon_1_open': '00:00', 'mon_1_close': '22:00', 'tue_1_open': '00:00', 'tue_1_close': '22:00', 'wed_1_open': '00:00', 'wed_1_close': '22:00', 'thu_1_open': '00:00', 'thu_1_close': '22:00', 'fri_1_open': '00:00', 'fri_1_close': '23:00', 'sat_1_open': '00:00', 'sat_1_close': '23:00', 'sun_1_open': '00:00', 'sun_1_close': '22:00'}",
"North of Brooklyn Pizzeria",nobrogeary,"{'mon_1_open': '17:00', 'mon_1_close': '02:00', 'tue_1_open': '17:00', 'tue_1_close': '02:00', 'wed_1_open': '17:00', 'wed_1_close': '02:00', 'thu_1_open': '17:00', 'thu_1_close': '02:00', 'fri_1_open': '17:00', 'fri_1_close': '02:00', 'sat_1_open': '17:00', 'sat_1_close': '02:00', 'sun_1_open': '17:00', 'sun_1_close': '02:00'}",
"Northern Belle",Northern-Belle-667971216648642,"{'mon_1_open': '13:00', 'mon_1_close': '02:00', 'tue_1_open': '13:00', 'tue_1_close': '02:00', 'wed_1_open': '13:00', 'wed_1_close': '02:00', 'thu_1_open': '13:00', 'thu_1_close': '02:00', 'fri_1_open': '13:00', 'fri_1_close': '02:00', 'sat_1_open': '13:00', 'sat_1_close': '02:00', 'sun_1_open': '13:00', 'sun_1_close': '02:00'}",
"Northern Maverick Brewing Co.",NorthernMaverickBrewing,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '01:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
Northwood,northwoodTO,"{'mon_1_open': '13:00', 'mon_1_close': '02:00', 'tue_1_open': '13:00', 'tue_1_close': '02:00', 'wed_1_open': '13:00', 'wed_1_close': '02:00', 'thu_1_open': '13:00', 'thu_1_close': '02:00', 'fri_1_open': '13:00', 'fri_1_close': '02:00', 'sat_1_open': '12:00', 'sat_1_close': '02:00', 'sun_1_open': '12:00', 'sun_1_close': '02:00'}",
"Nostalgia Coffee Company",NostalgiaCoffeeCompany,"{'mon_1_open': '07:00', 'mon_1_close': '18:00', 'tue_1_open': '07:00', 'tue_1_close': '18:00', 'wed_1_open': '07:00', 'wed_1_close': '18:00', 'thu_1_open': '07:00', 'thu_1_close': '18:00', 'fri_1_open': '07:00', 'fri_1_close': '18:00', 'sat_1_open': '08:00', 'sat_1_close': '15:00'}",
"Nota Bene Restaurant",NotaBeneToronto,"{'mon_1_open': '11:30', 'mon_1_close': '14:30', 'mon_2_open': '17:00', 'mon_2_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '14:30', 'tue_2_open': '17:00', 'tue_2_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'wed_2_open': '17:00', 'wed_2_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:00', 'thu_2_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'fri_2_open': '17:00', 'fri_2_close': '23:00', 'sat_1_open': '17:00', 'sat_1_close': '23:00'}",
NotaBeneToronto/,NotaBeneToronto/,"{'mon_1_open': '11:30', 'mon_1_close': '14:30', 'mon_2_open': '17:00', 'mon_2_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '14:30', 'tue_2_open': '17:00', 'tue_2_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '14:30', 'wed_2_open': '17:00', 'wed_2_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '14:30', 'thu_2_open': '17:00', 'thu_2_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '14:30', 'fri_2_open': '17:00', 'fri_2_close': '23:00', 'sat_1_open': '17:00', 'sat_1_close': '23:00'}",
"Nova Era Bakery",Nova-Era-Bakery-107675739281857,,
"Nova Ristorante",pizzanova1,"{'mon_1_open': '11:00', 'mon_1_close': '21:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '10:00', 'sun_1_close': '21:00'}",
"Nove Ristorante",NoveRistorante,"{'mon_1_open': '11:30', 'mon_1_close': '15:00', 'tue_1_open': '11:30', 'tue_1_close': '15:00', 'wed_1_open': '11:30', 'wed_1_close': '15:00', 'thu_1_open': '11:30', 'thu_1_close': '15:00', 'fri_1_open': '11:30', 'fri_1_close': '15:00', 'sat_1_open': '17:30', 'sat_1_close': '23:00', 'mon_2_open': '17:30', 'mon_2_close': '22:00', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_2_open': '17:30', 'fri_2_close': '23:00'}",
Nubias-Kitchenette-1015115745180694/,Nubias-Kitchenette-1015115745180694/,,
Nugateau,nugateau,"{'tue_1_open': '11:00', 'tue_1_close': '20:00', 'wed_1_open': '11:00', 'wed_1_close': '20:00', 'thu_1_open': '11:00', 'thu_1_close': '20:00', 'fri_1_open': '11:00', 'fri_1_close': '20:00', 'sat_1_open': '11:00', 'sat_1_close': '20:00', 'sun_1_open': '11:00', 'sun_1_close': '19:00'}",
"Nuit Social",nuitsocial,"{'mon_1_open': '17:00', 'mon_1_close': '00:00', 'tue_1_open': '17:00', 'tue_1_close': '00:00', 'wed_1_open': '17:00', 'wed_1_close': '00:00', 'thu_1_open': '17:00', 'thu_1_close': '00:00', 'fri_1_open': '17:00', 'fri_1_close': '02:00', 'sat_1_open': '17:00', 'sat_1_close': '02:00', 'sun_1_open': '17:00', 'sun_1_close': '00:00'}",
Nunu,Nunu-119303614801994,"{'tue_1_open': '17:00', 'tue_1_close': '11:00', 'wed_1_open': '17:00', 'wed_1_close': '11:00', 'thu_1_open': '17:00', 'thu_1_close': '11:00', 'fri_1_open': '17:00', 'fri_1_close': '00:00', 'sat_1_open': '17:00', 'sat_1_close': '00:00'}",
Nunu-119303614801994/,Nunu-119303614801994/,"{'tue_1_open': '17:00', 'tue_1_close': '11:00', 'wed_1_open': '17:00', 'wed_1_close': '11:00', 'thu_1_open': '17:00', 'thu_1_close': '11:00', 'fri_1_open': '17:00', 'fri_1_close': '00:00', 'sat_1_open': '17:00', 'sat_1_close': '00:00'}",
"Nuroto SUSHI & I=hibachi",Nuroto-SUSHI-Ihibachi-541870905837463,,
"Nàvita bakery and trattoria",navitabakery9750,"{'mon_1_open': '06:00', 'mon_1_close': '20:00', 'tue_1_open': '06:00', 'tue_1_close': '20:00', 'wed_1_open': '06:00', 'wed_1_close': '20:00', 'thu_1_open': '06:00', 'thu_1_close': '20:00', 'fri_1_open': '06:00', 'fri_1_close': '20:00', 'sat_1_open': '06:00', 'sat_1_close': '20:00', 'sun_1_open': '07:00', 'sun_1_close': '19:00'}",
"O Espeta Restaurant",O-Espeta-Restaurant-405700503234197,"{'mon_1_open': '10:00', 'mon_1_close': '22:00', 'wed_1_open': '10:00', 'wed_1_close': '22:00', 'thu_1_open': '10:00', 'thu_1_close': '22:00', 'fri_1_open': '10:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '10:00', 'sun_1_close': '23:00'}",
"O Metro Café & Bistro",ometrocafeandbistro,"{'mon_1_open': '06:00', 'mon_1_close': '17:00', 'tue_1_open': '06:00', 'tue_1_close': '17:00', 'wed_1_open': '06:00', 'wed_1_close': '17:00', 'thu_1_open': '06:00', 'thu_1_close': '17:00', 'fri_1_open': '06:00', 'fri_1_close': '17:00', 'sat_1_open': '08:00', 'sat_1_close': '12:00'}",
"O Patio",OPatioRestaurant,"{'mon_1_open': '11:30', 'mon_1_close': '10:00', 'tue_1_open': '11:30', 'tue_1_close': '10:00', 'wed_1_open': '11:30', 'wed_1_close': '10:00', 'thu_1_open': '11:30', 'thu_1_close': '10:00', 'fri_1_open': '11:30', 'fri_1_close': '10:00', 'sat_1_open': '11:30', 'sat_1_close': '10:00', 'sun_1_open': '11:30', 'sun_1_close': '10:00'}",
"O&B Canteen",obcanteen,"{'mon_1_open': '08:00', 'mon_1_close': '21:00', 'tue_1_open': '08:00', 'tue_1_close': '22:00', 'wed_1_open': '08:00', 'wed_1_close': '22:00', 'thu_1_open': '08:00', 'thu_1_close': '22:00', 'fri_1_open': '08:00', 'fri_1_close': '23:00', 'sat_1_open': '10:00', 'sat_1_close': '23:00', 'sun_1_open': '10:00', 'sun_1_close': '21:00'}",
"O' Riain's Gourmet Kitchen",O-Riains-Gourmet-Kitchen-510881122258276,,
"O'Grady's Bar and Restaurant on Church",thebestpubintoronto,,
